settlementDate,settlementPeriod,System total load Consumption
2022-11-06,42.0,30006.0
2022-11-06,43.0,28604.0
2022-11-06,44.0,27176.0
2022-11-06,45.0,25704.0
2022-11-06,46.0,24348.0
2022-11-06,47.0,23214.0
2022-11-06,48.0,22701.0
2022-11-07,1.0,22497.0
2022-11-07,2.0,22296.0
2022-11-07,3.0,21993.0
2022-11-07,4.0,21388.0
2022-11-07,5.0,20882.0
2022-11-07,6.0,20658.0
2022-11-07,7.0,20409.0
2022-11-07,8.0,20208.0
2022-11-07,9.0,20289.0
2022-11-07,10.0,20814.0
2022-11-07,11.0,21814.0
2022-11-07,12.0,23899.0
2022-11-07,13.0,26750.0
2022-11-07,14.0,29485.0
2022-11-07,15.0,31654.0
2022-11-07,16.0,32845.0
2022-11-07,17.0,33443.0
2022-11-07,18.0,34008.0
2022-11-07,19.0,34490.0
2022-11-07,20.0,34510.0
2022-11-07,21.0,34613.0
2022-11-07,22.0,34880.0
2022-11-07,23.0,35118.0
2022-11-07,24.0,35486.0
2022-11-07,25.0,35633.0
2022-11-07,26.0,35719.0
2022-11-07,27.0,35763.0
2022-11-07,28.0,35535.0
2022-11-07,29.0,35469.0
2022-11-07,30.0,35527.0
2022-11-07,31.0,36044.0
2022-11-07,32.0,36877.0
2022-11-07,33.0,38129.0
2022-11-07,34.0,39501.0
2022-11-07,35.0,39830.0
2022-11-07,36.0,39387.0
2022-11-07,37.0,38630.0
2022-11-07,38.0,37760.0
2022-11-07,39.0,36746.0
2022-11-07,40.0,35398.0
2022-11-07,41.0,33955.0
2022-11-07,42.0,32507.0
2022-11-07,43.0,30746.0
2022-11-07,44.0,28888.0
2022-11-07,45.0,27121.0
2022-11-07,46.0,25372.0
2022-11-07,47.0,24057.0
2022-11-07,48.0,23418.0
2022-11-08,1.0,22654.0
2022-11-08,2.0,22813.0
2022-11-08,3.0,22508.0
2022-11-08,4.0,22010.0
2022-11-08,5.0,21540.0
2022-11-08,6.0,21142.0
2022-11-08,7.0,20702.0
2022-11-08,8.0,20369.0
2022-11-08,9.0,20341.0
2022-11-08,10.0,20704.0
2022-11-08,11.0,21329.0
2022-11-08,12.0,23225.0
2022-11-08,13.0,25971.0
2022-11-08,14.0,28754.0
2022-11-08,15.0,31168.0
2022-11-08,16.0,32613.0
2022-11-08,17.0,33529.0
2022-11-08,18.0,34041.0
2022-11-08,19.0,34647.0
2022-11-08,20.0,34858.0
2022-11-08,21.0,35003.0
2022-11-08,22.0,35308.0
2022-11-08,23.0,35608.0
2022-11-08,24.0,36040.0
2022-11-08,25.0,36219.0
2022-11-08,26.0,35982.0
2022-11-08,27.0,35550.0
2022-11-08,28.0,35044.0
2022-11-08,29.0,34624.0
2022-11-08,30.0,34683.0
2022-11-08,31.0,34989.0
2022-11-08,32.0,35918.0
2022-11-08,33.0,37759.0
2022-11-08,34.0,39066.0
2022-11-08,35.0,39286.0
2022-11-08,36.0,39070.0
2022-11-08,37.0,38499.0
2022-11-08,38.0,37593.0
2022-11-08,39.0,36457.0
2022-11-08,40.0,35100.0
2022-11-08,41.0,33771.0
2022-11-08,42.0,32408.0
2022-11-08,43.0,30868.0
2022-11-08,44.0,29139.0
2022-11-08,45.0,27447.0
2022-11-08,46.0,25730.0
2022-11-08,47.0,24087.0
2022-11-08,48.0,23161.0
2022-11-09,1.0,23167.0
2022-11-09,2.0,23226.0
2022-11-09,3.0,22884.0
2022-11-09,4.0,22333.0
2022-11-09,5.0,21871.0
2022-11-09,6.0,21490.0
2022-11-09,7.0,21028.0
2022-11-09,8.0,20680.0
2022-11-09,9.0,20623.0
2022-11-09,10.0,20994.0
2022-11-09,11.0,21624.0
2022-11-09,12.0,23574.0
2022-11-09,13.0,26365.0
2022-11-09,14.0,29177.0
2022-11-09,15.0,31534.0
2022-11-09,16.0,32847.0
2022-11-09,17.0,33598.0
2022-11-09,18.0,33996.0
2022-11-09,19.0,34566.0
2022-11-09,20.0,34796.0
2022-11-09,21.0,35041.0
2022-11-09,22.0,35411.0
2022-11-09,23.0,35696.0
2022-11-09,24.0,36087.0
2022-11-09,25.0,36317.0
2022-11-09,26.0,35798.0
2022-11-09,27.0,35211.0
2022-11-09,28.0,34950.0
2022-11-09,29.0,34518.0
2022-11-09,30.0,34485.0
2022-11-09,31.0,34778.0
2022-11-09,32.0,35751.0
2022-11-09,33.0,37678.0
2022-11-09,34.0,39101.0
2022-11-09,35.0,39491.0
2022-11-09,36.0,39385.0
2022-11-09,37.0,38892.0
2022-11-09,38.0,38061.0
2022-11-09,39.0,36969.0
2022-11-09,40.0,35650.0
2022-11-09,41.0,34362.0
2022-11-09,42.0,33043.0
2022-11-09,43.0,31561.0
2022-11-09,44.0,29885.0
2022-11-09,45.0,28218.0
2022-11-09,46.0,26521.0
2022-11-09,47.0,24922.0
2022-11-09,48.0,23988.0
2022-11-10,1.0,23606.0
2022-11-10,2.0,23499.0
2022-11-10,3.0,22937.0
2022-11-10,4.0,22237.0
2022-11-10,5.0,21837.0
2022-11-10,6.0,21486.0
2022-11-10,7.0,21065.0
2022-11-10,8.0,21014.0
2022-11-10,9.0,21116.0
2022-11-10,10.0,21448.0
2022-11-10,11.0,22195.0
2022-11-10,12.0,23926.0
2022-11-10,13.0,26051.0
2022-11-10,14.0,28601.0
2022-11-10,15.0,31236.0
2022-11-10,16.0,32605.0
2022-11-10,17.0,33429.0
2022-11-10,18.0,33931.0
2022-11-10,19.0,34295.0
2022-11-10,20.0,34516.0
2022-11-10,21.0,34741.0
2022-11-10,22.0,34990.0
2022-11-10,23.0,35103.0
2022-11-10,24.0,35264.0
2022-11-10,25.0,35198.0
2022-11-10,26.0,35065.0
2022-11-10,27.0,34799.0
2022-11-10,28.0,34365.0
2022-11-10,29.0,33974.0
2022-11-10,30.0,33683.0
2022-11-10,31.0,33917.0
2022-11-10,32.0,34863.0
2022-11-10,33.0,36538.0
2022-11-10,34.0,37945.0
2022-11-10,35.0,38342.0
2022-11-10,36.0,38203.0
2022-11-10,37.0,37335.0
2022-11-10,38.0,36344.0
2022-11-10,39.0,35400.0
2022-11-10,40.0,34102.0
2022-11-10,41.0,32946.0
2022-11-10,42.0,31667.0
2022-11-10,43.0,30002.0
2022-11-10,44.0,28340.0
2022-11-10,45.0,26868.0
2022-11-10,46.0,25262.0
2022-11-10,47.0,23868.0
2022-11-10,48.0,23004.0
2022-11-11,1.0,23192.0
2022-11-11,2.0,23143.0
2022-11-11,3.0,22530.0
2022-11-11,4.0,21685.0
2022-11-11,5.0,21132.0
2022-11-11,6.0,20910.0
2022-11-11,7.0,20689.0
2022-11-11,8.0,20449.0
2022-11-11,9.0,20343.0
2022-11-11,10.0,20668.0
2022-11-11,11.0,21465.0
2022-11-11,12.0,23102.0
2022-11-11,13.0,25503.0
2022-11-11,14.0,27962.0
2022-11-11,15.0,29798.0
2022-11-11,16.0,31073.0
2022-11-11,17.0,31967.0
2022-11-11,18.0,32718.0
2022-11-11,19.0,33208.0
2022-11-11,20.0,33296.0
2022-11-11,21.0,33687.0
2022-11-11,22.0,34078.0
2022-11-11,23.0,34109.0
2022-11-11,24.0,34348.0
2022-11-11,25.0,34434.0
2022-11-11,26.0,34032.0
2022-11-11,27.0,33442.0
2022-11-11,28.0,32888.0
2022-11-11,29.0,32555.0
2022-11-11,30.0,32397.0
2022-11-11,31.0,32499.0
2022-11-11,32.0,33147.0
2022-11-11,33.0,34663.0
2022-11-11,34.0,36205.0
2022-11-11,35.0,36613.0
2022-11-11,36.0,36291.0
2022-11-11,37.0,35819.0
2022-11-11,38.0,35049.0
2022-11-11,39.0,33959.0
2022-11-11,40.0,32694.0
2022-11-11,41.0,31533.0
2022-11-11,42.0,30331.0
2022-11-11,43.0,28840.0
2022-11-11,44.0,27466.0
2022-11-11,45.0,26178.0
2022-11-11,46.0,24904.0
2022-11-11,47.0,23725.0
2022-11-11,48.0,23116.0
2022-11-12,1.0,23435.0
2022-11-12,2.0,23136.0
2022-11-12,3.0,22383.0
2022-11-12,4.0,21811.0
2022-11-12,5.0,21631.0
2022-11-12,6.0,21226.0
2022-11-12,7.0,20760.0
2022-11-12,8.0,20390.0
2022-11-12,9.0,19941.0
2022-11-12,10.0,19817.0
2022-11-12,11.0,20234.0
2022-11-12,12.0,21042.0
2022-11-12,13.0,21990.0
2022-11-12,14.0,22973.0
2022-11-12,15.0,23871.0
2022-11-12,16.0,25134.0
2022-11-12,17.0,26681.0
2022-11-12,18.0,27866.0
2022-11-12,19.0,28668.0
2022-11-12,20.0,29271.0
2022-11-12,21.0,29514.0
2022-11-12,22.0,29674.0
2022-11-12,23.0,30111.0
2022-11-12,24.0,30347.0
2022-11-12,25.0,30334.0
2022-11-12,26.0,30150.0
2022-11-12,27.0,29628.0
2022-11-12,28.0,28927.0
2022-11-12,29.0,28551.0
2022-11-12,30.0,28405.0
2022-11-12,31.0,28406.0
2022-11-12,32.0,29022.0
2022-11-12,33.0,30287.0
2022-11-12,34.0,32237.0
2022-11-12,35.0,33401.0
2022-11-12,36.0,32726.0
2022-11-12,37.0,31703.0
2022-11-12,38.0,30840.0
2022-11-12,39.0,29749.0
2022-11-12,40.0,28837.0
2022-11-12,41.0,28435.0
2022-11-12,42.0,27942.0
2022-11-12,43.0,27275.0
2022-11-12,44.0,26496.0
2022-11-12,45.0,25519.0
2022-11-12,46.0,24264.0
2022-11-12,47.0,22998.0
2022-11-12,48.0,22634.0
2022-11-13,1.0,22820.0
2022-11-13,2.0,22576.0
2022-11-13,3.0,21904.0
2022-11-13,4.0,21387.0
2022-11-13,5.0,20939.0
2022-11-13,6.0,20568.0
2022-11-13,7.0,20131.0
2022-11-13,8.0,19775.0
2022-11-13,9.0,19603.0
2022-11-13,10.0,19609.0
2022-11-13,11.0,19803.0
2022-11-13,12.0,20289.0
2022-11-13,13.0,20751.0
2022-11-13,14.0,21268.0
2022-11-13,15.0,21990.0
2022-11-13,16.0,23115.0
2022-11-13,17.0,24633.0
2022-11-13,18.0,26080.0
2022-11-13,19.0,27409.0
2022-11-13,20.0,28316.0
2022-11-13,21.0,28847.0
2022-11-13,22.0,29273.0
2022-11-13,23.0,29870.0
2022-11-13,24.0,30355.0
2022-11-13,25.0,30476.0
2022-11-13,26.0,30518.0
2022-11-13,27.0,30136.0
2022-11-13,28.0,29670.0
2022-11-13,29.0,29502.0
2022-11-13,30.0,29622.0
2022-11-13,31.0,29974.0
2022-11-13,32.0,30793.0
2022-11-13,33.0,32456.0
2022-11-13,34.0,33788.0
2022-11-13,35.0,34414.0
2022-11-13,36.0,34425.0
2022-11-13,37.0,33715.0
2022-11-13,38.0,32860.0
2022-11-13,39.0,31918.0
2022-11-13,40.0,31106.0
2022-11-13,41.0,30146.0
2022-11-13,42.0,28985.0
2022-11-13,43.0,27849.0
2022-11-13,44.0,26571.0
2022-11-13,45.0,25257.0
2022-11-13,46.0,23930.0
2022-11-13,47.0,22812.0
2022-11-13,48.0,22209.0
2022-11-14,1.0,22320.0
2022-11-14,2.0,22291.0
2022-11-14,3.0,21828.0
2022-11-14,4.0,21305.0
2022-11-14,5.0,20989.0
2022-11-14,6.0,20777.0
2022-11-14,7.0,20512.0
2022-11-14,8.0,20435.0
2022-11-14,9.0,20522.0
2022-11-14,10.0,21006.0
2022-11-14,11.0,22049.0
2022-11-14,12.0,23999.0
2022-11-14,13.0,26545.0
2022-11-14,14.0,29251.0
2022-11-14,15.0,31320.0
2022-11-14,16.0,32414.0
2022-11-14,17.0,33194.0
2022-11-14,18.0,34171.0
2022-11-14,19.0,34999.0
2022-11-14,20.0,35066.0
2022-11-14,21.0,35362.0
2022-11-14,22.0,35919.0
2022-11-14,23.0,36155.0
2022-11-14,24.0,36099.0
2022-11-14,25.0,35888.0
2022-11-14,26.0,35864.0
2022-11-14,27.0,35771.0
2022-11-14,28.0,35591.0
2022-11-14,29.0,35471.0
2022-11-14,30.0,35158.0
2022-11-14,31.0,35427.0
2022-11-14,32.0,36499.0
2022-11-14,33.0,38011.0
2022-11-14,34.0,38938.0
2022-11-14,35.0,38908.0
2022-11-14,36.0,38744.0
2022-11-14,37.0,38443.0
2022-11-14,38.0,37396.0
2022-11-14,39.0,36225.0
2022-11-14,40.0,35178.0
2022-11-14,41.0,33939.0
2022-11-14,42.0,32423.0
2022-11-14,43.0,30679.0
2022-11-14,44.0,28905.0
2022-11-14,45.0,27094.0
2022-11-14,46.0,25472.0
2022-11-14,47.0,24081.0
2022-11-14,48.0,23848.0
2022-11-15,1.0,23365.0
2022-11-15,2.0,23274.0
2022-11-15,3.0,22871.0
2022-11-15,4.0,22452.0
2022-11-15,5.0,22028.0
2022-11-15,6.0,21652.0
2022-11-15,7.0,21384.0
2022-11-15,8.0,21069.0
2022-11-15,9.0,21135.0
2022-11-15,10.0,21564.0
2022-11-15,11.0,22433.0
2022-11-15,12.0,24452.0
2022-11-15,13.0,27053.0
2022-11-15,14.0,29844.0
2022-11-15,15.0,32161.0
2022-11-15,16.0,33481.0
2022-11-15,17.0,34056.0
2022-11-15,18.0,35034.0
2022-11-15,19.0,35975.0
2022-11-15,20.0,36023.0
2022-11-15,21.0,36019.0
2022-11-15,22.0,36013.0
2022-11-15,23.0,36163.0
2022-11-15,24.0,36661.0
2022-11-15,25.0,36957.0
2022-11-15,26.0,36803.0
2022-11-15,27.0,36592.0
2022-11-15,28.0,36480.0
2022-11-15,29.0,36428.0
2022-11-15,30.0,36281.0
2022-11-15,31.0,36451.0
2022-11-15,32.0,37381.0
2022-11-15,33.0,38623.0
2022-11-15,34.0,39501.0
2022-11-15,35.0,39866.0
2022-11-15,36.0,39569.0
2022-11-15,37.0,39167.0
2022-11-15,38.0,38655.0
2022-11-15,39.0,37735.0
2022-11-15,40.0,36552.0
2022-11-15,41.0,35244.0
2022-11-15,42.0,33659.0
2022-11-15,43.0,31842.0
2022-11-15,44.0,29893.0
2022-11-15,45.0,27906.0
2022-11-15,46.0,26170.0
2022-11-15,47.0,24700.0
2022-11-15,48.0,24413.0
2022-11-16,1.0,24190.0
2022-11-16,2.0,23931.0
2022-11-16,3.0,23202.0
2022-11-16,4.0,22699.0
2022-11-16,5.0,22422.0
2022-11-16,6.0,22246.0
2022-11-16,7.0,21953.0
2022-11-16,8.0,21735.0
2022-11-16,9.0,22029.0
2022-11-16,10.0,22653.0
2022-11-16,11.0,23502.0
2022-11-16,12.0,25608.0
2022-11-16,13.0,28482.0
2022-11-16,14.0,31236.0
2022-11-16,15.0,33202.0
2022-11-16,16.0,34153.0
2022-11-16,17.0,34573.0
2022-11-16,18.0,35015.0
2022-11-16,19.0,35407.0
2022-11-16,20.0,35348.0
2022-11-16,21.0,35520.0
2022-11-16,22.0,35689.0
2022-11-16,23.0,35694.0
2022-11-16,24.0,35954.0
2022-11-16,25.0,36238.0
2022-11-16,26.0,36083.0
2022-11-16,27.0,35613.0
2022-11-16,28.0,35192.0
2022-11-16,29.0,34953.0
2022-11-16,30.0,34597.0
2022-11-16,31.0,35015.0
2022-11-16,32.0,36261.0
2022-11-16,33.0,37838.0
2022-11-16,34.0,39623.0
2022-11-16,35.0,40260.0
2022-11-16,36.0,39841.0
2022-11-16,37.0,39301.0
2022-11-16,38.0,38623.0
2022-11-16,39.0,37648.0
2022-11-16,40.0,36412.0
2022-11-16,41.0,34936.0
2022-11-16,42.0,33360.0
2022-11-16,43.0,31510.0
2022-11-16,44.0,29488.0
2022-11-16,45.0,27992.0
2022-11-16,46.0,26375.0
2022-11-16,47.0,24999.0
2022-11-16,48.0,24392.0
2022-11-17,1.0,24483.0
2022-11-17,2.0,24478.0
2022-11-17,3.0,24074.0
2022-11-17,4.0,23499.0
2022-11-17,5.0,22984.0
2022-11-17,6.0,22599.0
2022-11-17,7.0,22239.0
2022-11-17,8.0,22095.0
2022-11-17,9.0,22183.0
2022-11-17,10.0,22634.0
2022-11-17,11.0,23525.0
2022-11-17,12.0,25356.0
2022-11-17,13.0,27912.0
2022-11-17,14.0,30951.0
2022-11-17,15.0,33549.0
2022-11-17,16.0,34841.0
2022-11-17,17.0,35618.0
2022-11-17,18.0,36009.0
2022-11-17,19.0,36509.0
2022-11-17,20.0,37048.0
2022-11-17,21.0,37217.0
2022-11-17,22.0,37423.0
2022-11-17,23.0,37609.0
2022-11-17,24.0,37823.0
2022-11-17,25.0,37959.0
2022-11-17,26.0,37770.0
2022-11-17,27.0,37365.0
2022-11-17,28.0,36794.0
2022-11-17,29.0,36455.0
2022-11-17,30.0,36440.0
2022-11-17,31.0,36850.0
2022-11-17,32.0,38128.0
2022-11-17,33.0,39950.0
2022-11-17,34.0,41029.0
2022-11-17,35.0,41028.0
2022-11-17,36.0,40598.0
2022-11-17,37.0,39894.0
2022-11-17,38.0,38902.0
2022-11-17,39.0,37804.0
2022-11-17,40.0,36778.0
2022-11-17,41.0,35609.0
2022-11-17,42.0,34092.0
2022-11-17,43.0,32372.0
2022-11-17,44.0,30517.0
2022-11-17,45.0,28788.0
2022-11-17,46.0,27271.0
2022-11-17,47.0,25853.0
2022-11-17,48.0,24942.0
2022-11-18,1.0,24840.0
2022-11-18,2.0,24706.0
2022-11-18,3.0,24122.0
2022-11-18,4.0,23240.0
2022-11-18,5.0,22732.0
2022-11-18,6.0,22601.0
2022-11-18,7.0,22437.0
2022-11-18,8.0,22262.0
2022-11-18,9.0,22149.0
2022-11-18,10.0,22458.0
2022-11-18,11.0,23302.0
2022-11-18,12.0,25112.0
2022-11-18,13.0,27822.0
2022-11-18,14.0,30584.0
2022-11-18,15.0,32638.0
2022-11-18,16.0,34020.0
2022-11-18,17.0,34926.0
2022-11-18,18.0,35678.0
2022-11-18,19.0,36341.0
2022-11-18,20.0,36603.0
2022-11-18,21.0,36984.0
2022-11-18,22.0,37234.0
2022-11-18,23.0,37100.0
2022-11-18,24.0,37311.0
2022-11-18,25.0,37378.0
2022-11-18,26.0,36860.0
2022-11-18,27.0,36111.0
2022-11-18,28.0,35398.0
2022-11-18,29.0,34970.0
2022-11-18,30.0,34723.0
2022-11-18,31.0,34785.0
2022-11-18,32.0,35456.0
2022-11-18,33.0,37145.0
2022-11-18,34.0,38820.0
2022-11-18,35.0,39265.0
2022-11-18,36.0,38932.0
2022-11-18,37.0,38433.0
2022-11-18,38.0,37615.0
2022-11-18,39.0,36471.0
2022-11-18,40.0,35141.0
2022-11-18,41.0,33937.0
2022-11-18,42.0,32737.0
2022-11-18,43.0,31236.0
2022-11-18,44.0,29854.0
2022-11-18,45.0,28559.0
2022-11-18,46.0,27280.0
2022-11-18,47.0,26122.0
2022-11-18,48.0,25292.0
2022-11-19,1.0,25389.0
2022-11-19,2.0,25185.0
2022-11-19,3.0,24594.0
2022-11-19,4.0,23985.0
2022-11-19,5.0,23507.0
2022-11-19,6.0,23085.0
2022-11-19,7.0,22562.0
2022-11-19,8.0,21915.0
2022-11-19,9.0,21656.0
2022-11-19,10.0,21828.0
2022-11-19,11.0,22030.0
2022-11-19,12.0,22823.0
2022-11-19,13.0,24049.0
2022-11-19,14.0,25247.0
2022-11-19,15.0,26238.0
2022-11-19,16.0,27555.0
2022-11-19,17.0,29263.0
2022-11-19,18.0,30767.0
2022-11-19,19.0,31867.0
2022-11-19,20.0,32354.0
2022-11-19,21.0,32698.0
2022-11-19,22.0,32970.0
2022-11-19,23.0,33158.0
2022-11-19,24.0,33419.0
2022-11-19,25.0,33507.0
2022-11-19,26.0,33171.0
2022-11-19,27.0,32743.0
2022-11-19,28.0,32308.0
2022-11-19,29.0,31815.0
2022-11-19,30.0,31499.0
2022-11-19,31.0,31452.0
2022-11-19,32.0,32094.0
2022-11-19,33.0,33998.0
2022-11-19,34.0,35810.0
2022-11-19,35.0,36416.0
2022-11-19,36.0,36277.0
2022-11-19,37.0,35673.0
2022-11-19,38.0,34703.0
2022-11-19,39.0,33619.0
2022-11-19,40.0,32724.0
2022-11-19,41.0,32012.0
2022-11-19,42.0,31168.0
2022-11-19,43.0,30213.0
2022-11-19,44.0,29069.0
2022-11-19,45.0,27878.0
2022-11-19,46.0,26703.0
2022-11-19,47.0,25684.0
2022-11-19,48.0,25019.0
2022-11-20,1.0,24684.0
2022-11-20,2.0,24370.0
2022-11-20,3.0,23800.0
2022-11-20,4.0,23240.0
2022-11-20,5.0,22796.0
2022-11-20,6.0,22336.0
2022-11-20,7.0,21806.0
2022-11-20,8.0,21354.0
2022-11-20,9.0,21095.0
2022-11-20,10.0,21103.0
2022-11-20,11.0,21162.0
2022-11-20,12.0,21765.0
2022-11-20,13.0,22843.0
2022-11-20,14.0,23727.0
2022-11-20,15.0,24466.0
2022-11-20,16.0,25691.0
2022-11-20,17.0,27230.0
2022-11-20,18.0,28660.0
2022-11-20,19.0,29895.0
2022-11-20,20.0,30581.0
2022-11-20,21.0,31008.0
2022-11-20,22.0,31398.0
2022-11-20,23.0,31776.0
2022-11-20,24.0,32241.0
2022-11-20,25.0,32717.0
2022-11-20,26.0,32856.0
2022-11-20,27.0,32641.0
2022-11-20,28.0,32311.0
2022-11-20,29.0,32137.0
2022-11-20,30.0,32480.0
2022-11-20,31.0,33130.0
2022-11-20,32.0,34278.0
2022-11-20,33.0,36341.0
2022-11-20,34.0,37340.0
2022-11-20,35.0,37292.0
2022-11-20,36.0,36714.0
2022-11-20,37.0,36123.0
2022-11-20,38.0,35478.0
2022-11-20,39.0,34245.0
2022-11-20,40.0,33408.0
2022-11-20,41.0,32615.0
2022-11-20,42.0,31564.0
2022-11-20,43.0,30383.0
2022-11-20,44.0,28963.0
2022-11-20,45.0,27377.0
2022-11-20,46.0,25867.0
2022-11-20,47.0,24733.0
2022-11-20,48.0,24204.0
2022-11-21,1.0,24539.0
2022-11-21,2.0,24724.0
2022-11-21,3.0,24287.0
2022-11-21,4.0,23722.0
2022-11-21,5.0,23353.0
2022-11-21,6.0,23088.0
2022-11-21,7.0,22702.0
2022-11-21,8.0,22503.0
2022-11-21,9.0,22606.0
2022-11-21,10.0,23007.0
2022-11-21,11.0,24013.0
2022-11-21,12.0,25962.0
2022-11-21,13.0,28639.0
2022-11-21,14.0,31756.0
2022-11-21,15.0,34375.0
2022-11-21,16.0,35961.0
2022-11-21,17.0,36755.0
2022-11-21,18.0,37413.0
2022-11-21,19.0,38125.0
2022-11-21,20.0,38153.0
2022-11-21,21.0,38027.0
2022-11-21,22.0,38043.0
2022-11-21,23.0,38388.0
2022-11-21,24.0,39088.0
2022-11-21,25.0,39402.0
2022-11-21,26.0,39452.0
2022-11-21,27.0,39236.0
2022-11-21,28.0,38794.0
2022-11-21,29.0,38397.0
2022-11-21,30.0,38139.0
2022-11-21,31.0,38478.0
2022-11-21,32.0,39420.0
2022-11-21,33.0,40648.0
2022-11-21,34.0,41184.0
2022-11-21,35.0,41034.0
2022-11-21,36.0,40588.0
2022-11-21,37.0,40067.0
2022-11-21,38.0,39555.0
2022-11-21,39.0,38555.0
2022-11-21,40.0,37567.0
2022-11-21,41.0,36771.0
2022-11-21,42.0,35245.0
2022-11-21,43.0,33196.0
2022-11-21,44.0,31346.0
2022-11-21,45.0,29490.0
2022-11-21,46.0,27774.0
2022-11-21,47.0,26572.0
2022-11-21,48.0,25835.0
2022-11-22,1.0,25872.0
2022-11-22,2.0,26070.0
2022-11-22,3.0,25555.0
2022-11-22,4.0,24934.0
2022-11-22,5.0,24591.0
2022-11-22,6.0,24237.0
2022-11-22,7.0,23797.0
2022-11-22,8.0,23582.0
2022-11-22,9.0,23528.0
2022-11-22,10.0,23981.0
2022-11-22,11.0,24841.0
2022-11-22,12.0,26580.0
2022-11-22,13.0,29184.0
2022-11-22,14.0,32192.0
2022-11-22,15.0,34529.0
2022-11-22,16.0,35709.0
2022-11-22,17.0,36501.0
2022-11-22,18.0,37365.0
2022-11-22,19.0,37748.0
2022-11-22,20.0,37421.0
2022-11-22,21.0,37430.0
2022-11-22,22.0,37935.0
2022-11-22,23.0,38365.0
2022-11-22,24.0,38538.0
2022-11-22,25.0,38631.0
2022-11-22,26.0,38610.0
2022-11-22,27.0,38620.0
2022-11-22,28.0,38450.0
2022-11-22,29.0,38198.0
2022-11-22,30.0,38067.0
2022-11-22,31.0,38244.0
2022-11-22,32.0,39289.0
2022-11-22,33.0,41045.0
2022-11-22,34.0,41645.0
2022-11-22,35.0,41405.0
2022-11-22,36.0,41562.0
2022-11-22,37.0,41201.0
2022-11-22,38.0,39946.0
2022-11-22,39.0,38962.0
2022-11-22,40.0,38064.0
2022-11-22,41.0,36922.0
2022-11-22,42.0,35294.0
2022-11-22,43.0,33458.0
2022-11-22,44.0,31698.0
2022-11-22,45.0,29980.0
2022-11-22,46.0,28326.0
2022-11-22,47.0,26871.0
2022-11-22,48.0,26058.0
2022-11-23,1.0,25874.0
2022-11-23,2.0,25042.0
2022-11-23,3.0,24622.0
2022-11-23,4.0,24272.0
2022-11-23,5.0,24068.0
2022-11-23,6.0,23734.0
2022-11-23,7.0,23388.0
2022-11-23,8.0,23231.0
2022-11-23,9.0,23255.0
2022-11-23,10.0,23647.0
2022-11-23,11.0,24570.0
2022-11-23,12.0,26640.0
2022-11-23,13.0,29436.0
2022-11-23,14.0,32192.0
2022-11-23,15.0,34306.0
2022-11-23,16.0,35604.0
2022-11-23,17.0,36368.0
2022-11-23,18.0,37232.0
2022-11-23,19.0,37843.0
2022-11-23,20.0,37653.0
2022-11-23,21.0,37627.0
2022-11-23,22.0,38148.0
2022-11-23,23.0,38342.0
2022-11-23,24.0,38939.0
2022-11-23,25.0,39088.0
2022-11-23,26.0,38870.0
2022-11-23,27.0,38280.0
2022-11-23,28.0,37666.0
2022-11-23,29.0,36849.0
2022-11-23,30.0,36706.0
2022-11-23,31.0,36690.0
2022-11-23,32.0,37847.0
2022-11-23,33.0,39802.0
2022-11-23,34.0,41221.0
2022-11-23,35.0,41310.0
2022-11-23,36.0,40613.0
2022-11-23,37.0,39739.0
2022-11-23,38.0,38805.0
2022-11-23,39.0,37929.0
2022-11-23,40.0,36928.0
2022-11-23,41.0,35769.0
2022-11-23,42.0,34320.0
2022-11-23,43.0,32560.0
2022-11-23,44.0,30834.0
2022-11-23,45.0,29262.0
2022-11-23,46.0,27396.0
2022-11-23,47.0,25769.0
2022-11-23,48.0,25048.0
2022-11-24,1.0,25260.0
2022-11-24,2.0,25297.0
2022-11-24,3.0,24675.0
2022-11-24,4.0,24059.0
2022-11-24,5.0,23545.0
2022-11-24,6.0,23229.0
2022-11-24,7.0,22923.0
2022-11-24,8.0,22577.0
2022-11-24,9.0,22573.0
2022-11-24,10.0,22850.0
2022-11-24,11.0,23579.0
2022-11-24,12.0,25522.0
2022-11-24,13.0,28182.0
2022-11-24,14.0,30860.0
2022-11-24,15.0,32923.0
2022-11-24,16.0,34109.0
2022-11-24,17.0,35018.0
2022-11-24,18.0,36059.0
2022-11-24,19.0,36759.0
2022-11-24,20.0,36946.0
2022-11-24,21.0,37120.0
2022-11-24,22.0,37196.0
2022-11-24,23.0,37394.0
2022-11-24,24.0,37702.0
2022-11-24,25.0,37813.0
2022-11-24,26.0,37731.0
2022-11-24,27.0,37393.0
2022-11-24,28.0,36937.0
2022-11-24,29.0,36700.0
2022-11-24,30.0,36638.0
2022-11-24,31.0,36947.0
2022-11-24,32.0,37850.0
2022-11-24,33.0,39159.0
2022-11-24,34.0,40134.0
2022-11-24,35.0,40291.0
2022-11-24,36.0,40081.0
2022-11-24,37.0,39681.0
2022-11-24,38.0,38719.0
2022-11-24,39.0,37568.0
2022-11-24,40.0,36543.0
2022-11-24,41.0,35410.0
2022-11-24,42.0,34067.0
2022-11-24,43.0,32450.0
2022-11-24,44.0,30624.0
2022-11-24,45.0,28753.0
2022-11-24,46.0,26930.0
2022-11-24,47.0,25543.0
2022-11-24,48.0,24956.0
2022-11-25,1.0,25433.0
2022-11-25,2.0,25474.0
